company_name,primary_domain,info_url_1,info_url_1_source_type,info_url_2,info_url_2_source_type,sentiment_url_1,sentiment_url_1_source_type,sentiment_url_2,sentiment_url_2_source_type,notes
CleverTap,clevertap.com,https://clevertap.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/CleverTap,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
MoEngage,moengage.com,https://www.moengage.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Darwinbox,darwinbox.com,https://en.wikipedia.org/wiki/Darwinbox,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Whatfix,whatfix.com,https://whatfix.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/Whatfix,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HighRadius,highradius.com,https://www.highradius.com/about/company-overview/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Uniphore,uniphore.com,https://www.uniphore.com/about-us/,own_about_page,https://en.wikipedia.org/wiki/Uniphore,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Zenoti,zenoti.com,https://www.zenoti.com/company/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Hasura,hasura.io,https://promptql.io/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gupshup,gupshup.ai,https://www.gupshup.ai:443/about-us,own_about_page,https://en.wikipedia.org/wiki/Gupshup,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
MindTickle,mindtickle.com,https://www.mindtickle.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Druva,druva.com,https://www.druva.com/why-druva/about/company,own_about_page,https://en.wikipedia.org/wiki/Druva,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Apna,apna.co,https://en.wikipedia.org/wiki/Kohi_Apna_Sa,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Yellow.ai,yellow.ai,https://yellow.ai/about-us/,own_about_page,https://en.wikipedia.org/wiki/Yellow.ai,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Detect Technologies,detecttechnologies.com,https://detecttechnologies.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Lentra,lentra.ai,https://lentra.ai/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Netradyne,netradyne.com,https://www.netradyne.com/company/about,own_about_page,https://en.wikipedia.org/wiki/Netradyne,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nanonets,nanonets.com,https://nanonets.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Observe.AI,observe.ai,https://www.observe.ai/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Haptik,haptik.ai,https://www.haptik.ai/about-us,own_about_page,https://en.wikipedia.org/wiki/Haptik,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Sigtuple,sigtuple.com,https://sigtuple.com/about/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Qure.ai,qure.ai,https://www.qure.ai/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Innovaccer,innovaccer.com,https://innovaccer.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HealthPlix,healthplix.com,https://www.healthplix.com/about/company,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
MediBuddy,medibuddy.in,https://www.medibuddy.in/aboutus,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
mfine,mfine.co,https://www.mfine.co/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
HealthifyMe,healthifyme.com,https://www.healthifyme.com/in/,own_about_page,https://en.wikipedia.org/wiki/HealthifyMe,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Tricog Health,tricog.com,https://tricog.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Unlearn.AI India,unlearn.ai,https://www.unlearn.ai/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
DeHaat,agrevolution.in,https://agrevolution.in/company,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
AgroStar,corporate.agrostar.in,https://corporate.agrostar.in/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
CropIn,cropin.com,https://www.cropin.com/about/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Stellapps,stellapps.com,https://www.stellapps.com/about/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Fasal,fasal.co,https://en.wikipedia.org/wiki/Pradhan_Mantri_Fasal_Bima_Yojana,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Samunnati,samunnati.com,https://samunnati.com/about-us-sam/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Gramophone,gramophone.in,https://gramophone.in/who-we-are/?lang=en,own_about_page,https://en.wikipedia.org/wiki/Gramophone_Company,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
AgNext Technologies,agnext.com,https://agnext.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Nurture.farm,nurture.farm,https://nurture.farm/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Country Delight,countrydelight.in,https://countrydelight.in/who-we-are,own_about_page,https://en.wikipedia.org/wiki/Country_Delight,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Plum Goodness,plumgoodness.com,https://plumgoodness.com/pages/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Slurrp Farm,slurrpfarm.com,https://slurrpfarm.com/collections/shop-all,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Bombay Shaving Company,bombayshavingcompany.com,https://www.bombayshavingcompany.com/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Blue Tokai Coffee Roasters,bluetokaicoffee.com,https://en.wikipedia.org/wiki/Blue_Tokai,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Aye Finance,ayefin.com,https://www.ayefin.com/about,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ultraviolette Automotive,ultraviolette.com,https://www.ultraviolette.com/about,own_about_page,https://en.wikipedia.org/wiki/Ultraviolette_Automotive,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Simple Energy,simpleenergy.in,https://www.simpleenergy.in/about,own_about_page,https://en.wikipedia.org/wiki/Simple_Energy_(vehicle_company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Revolt Motors,revoltmotors.com,https://www.revoltmotors.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Vida,vidaworld.com,https://en.wikipedia.org/wiki/Viva_la_Vida,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Yulu,yulu.bike,https://en.wikipedia.org/wiki/Yulu_(transportation_company),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Zoomcar,zoomcar.com,https://en.wikipedia.org/wiki/Zoomcar,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Yatra Online,yatra.com,https://en.wikipedia.org/wiki/Yatra_(company),wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Square Yards,squareyards.com,https://www.squareyards.com/aboutus,own_about_page,https://en.wikipedia.org/wiki/Square_Yards_(company),wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
PropTiger,proptiger.com,https://www.proptiger.com/aboutus,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
CreditAccess Grameen,creditaccessgrameen.in,https://www.creditaccessgrameen.in/csr/about-ca-india-foundation/,own_about_page,https://en.wikipedia.org/wiki/CreditAccess_Grameen,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Satin Creditcare Network,satincreditcare.com,https://en.wikipedia.org/wiki/Satin_Creditcare_Network_Limited,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Ujjivan Small Finance Bank,ujjivansfb.bank.in,https://www.ujjivansfb.bank.in/about-us,own_about_page,https://en.wikipedia.org/wiki/Ujjivan_Small_Finance_Bank,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Jana Small Finance Bank,jana.bank.in,https://en.wikipedia.org/wiki/Jana_Small_Finance_Bank,wikipedia,,,,,,,Official domain supplied from the expansion candidate list and verified live. Used the populated Wikipedia company profile as the information source. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
DMI Finance,dmifinance.in,https://www.dmifinance.in/about-us/about-company/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Lendingkart,lendingkart.com,https://www.lendingkart.com/about-us/,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Moneyview,moneyview.in,https://moneyview.in/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
PayU India,payu.in,https://payu.in/about-us,own_about_page,https://en.wikipedia.org/wiki/PayU,wikipedia,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
Cashfree Payments,cashfree.com,https://www.cashfree.com/about-us,own_about_page,,,,,,,Official domain supplied from the expansion candidate list and verified live. Substantive own-site company/about page was found. No company-specific sentiment URL was verified; left sentiment blank rather than padding with a generic search link.
